Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
51330,Usenet.Farm,Amsterdam,2023-03-01T11:11:36.369455Z,6.409950090191291,6.692,92718716.7231505,14455856.8656926,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:12:05.274510Z,6.409950090191291,6.845,13868057.54359773,30004195.128312405,,80.112.169.11
11611,"KamaTera, Inc.",Amsterdam,2023-03-01T11:12:34.425539Z,6.409950090191291,7.099,24724712.504151467,50303707.753994755,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:13:08.286865Z,6.409950090191291,7.672,93030800.35825998,12453549.596415866,,80.112.169.11
11611,"KamaTera, Inc.",Amsterdam,2023-03-01T11:13:37.307675Z,6.409950090191291,6.359,36262132.97621928,38602798.09697464,,80.112.169.11
11611,"KamaTera, Inc.",Amsterdam,2023-03-01T11:14:02.540550Z,6.409950090191291,7.031,29414085.06511873,3351246.1916223657,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:14:37.291267Z,6.409950090191291,7.005,93144171.07469659,29241324.56000886,,80.112.169.11
11611,"KamaTera, Inc.",Amsterdam,2023-03-01T11:14:58.047806Z,6.409950090191291,6.386,57345874.52776006,1549215.257451828,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:15:30.288601Z,6.409950090191291,6.214,84931986.2633022,5673115.792951562,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:15:57.273468Z,6.409950090191291,6.186,92473992.26936422,4116980.353640493,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:16:24.305313Z,6.409950090191291,6.604,22902183.917509805,55319197.34919889,,80.112.169.11
11611,"KamaTera, Inc.",Amsterdam,2023-03-01T11:16:51.556450Z,6.409950090191291,7.051,515863.6207224705,21903734.191295397,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:17:16.408337Z,6.409950090191291,6.549,56021037.065934345,12828511.194439417,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:17:45.279078Z,6.409950090191291,6.538,87789065.99203855,12950030.6873133,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:18:14.302577Z,6.409950090191291,6.274,83049493.4499106,17640551.023051012,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:18:41.284170Z,6.409950090191291,6.218,91775374.32009299,2744606.829411792,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:19:08.302256Z,6.409950090191291,6.524,91603388.59069954,9515131.630455153,,80.112.169.11
11611,"KamaTera, Inc.",Amsterdam,2023-03-01T11:19:36.303942Z,6.409950090191291,6.795,17612177.142070003,93654084.52205487,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:20:03.371706Z,6.409950090191291,6.977,667061.5409205878,94038643.39769484,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:20:27.399526Z,6.409950090191291,5.934,66698913.77048342,49979693.740154326,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:20:57.304320Z,6.409950090191291,6.714,94037476.20938514,3095921.703455019,,80.112.169.11
51330,Usenet.Farm,Amsterdam,2023-03-01T11:21:24.287954Z,6.409950090191291,6.745,51283104.53038591,37069165.98355267,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:21:51.423484Z,6.409950090191291,6.406,90743215.84009618,6800462.909904595,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:22:19.310170Z,6.409950090191291,5.876,65513115.05218466,4337241.37500919,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:23:36.072083Z,6.409950090191291,6.995,2336463.402339286,32179248.235744707,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:24:01.396581Z,6.409950090191291,7.547,40038609.11054799,93644484.25773722,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:24:32.440282Z,6.409950090191291,6.768,43657248.144925974,24031194.24684147,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:25:03.408200Z,6.409950090191291,6.746,18425903.96932321,93339362.89991817,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:25:32.432382Z,6.409950090191291,6.812,2538466.8728166996,94202185.83026235,,80.112.169.11
11611,"KamaTera, Inc.",Amsterdam,2023-03-01T11:25:56.403929Z,6.409950090191291,6.189,19664552.255880952,93532003.7754044,,80.112.169.11
