Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
36998,RETN,Amsterdam,2023-03-01T10:50:04.225495Z,6.350139733852941,10.74,92355312.55322446,24943221.321695656,,80.112.169.11
36998,RETN,Amsterdam,2023-03-01T10:50:47.553202Z,6.350139733852941,8.695,83999533.7408451,0.0,,80.112.169.11
36998,RETN,Amsterdam,2023-03-01T10:51:28.532073Z,6.350139733852941,6.648,89183815.24900766,24112550.11545694,,80.112.169.11
36998,RETN,Amsterdam,2023-03-01T10:52:10.517414Z,6.350139733852941,6.449,88314701.68720293,6980910.817381154,,80.112.169.11
36998,RETN,Amsterdam,2023-03-01T10:52:58.351905Z,6.350139733852941,6.921,87497180.14496434,7195925.939239828,,80.112.169.11
36998,RETN,Amsterdam,2023-03-01T10:53:46.347740Z,6.350139733852941,8.208,92099571.49575323,14310750.628252225,,80.112.169.11
43797,MatrixDATA,Harderwijk,2023-03-01T10:54:36.353271Z,46.67109133084504,8.967,82934110.54846118,26396194.315929398,,80.112.169.11
36998,RETN,Amsterdam,2023-03-01T10:55:20.516006Z,6.350139733852941,7.327,88967959.025001,92029470.49549654,,80.112.169.11
36998,RETN,Amsterdam,2023-03-01T10:56:02.555901Z,6.350139733852941,6.322,92680258.12603219,32572156.05245589,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T10:56:51.375704Z,6.409950090191291,34.408,87496375.00723866,10999070.622425038,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T10:57:31.354676Z,6.409950090191291,8.109,22196021.908349015,93559747.32187817,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T10:58:10.465284Z,6.409950090191291,7.209,91037829.21926607,1757406.9374737018,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T10:58:39.784649Z,6.409950090191291,6.657,48339978.71691289,94326696.97445053,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T10:59:21.472599Z,6.409950090191291,6.28,92433975.13781327,5946408.695340514,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T10:59:58.324853Z,6.409950090191291,8.29,89505921.48084451,5457380.60340107,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:00:35.342566Z,6.409950090191291,6.429,94647109.62737486,13938958.152961597,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:01:14.346041Z,6.409950090191291,6.101,92169857.66290772,13739029.576753741,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:01:53.370669Z,6.409950090191291,5.888,54449548.66152037,28362568.745071784,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:02:25.584802Z,6.409950090191291,7.324,6215452.777120669,46239397.5134102,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:03:04.348101Z,6.409950090191291,6.82,40628449.92814715,6406291.68402706,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:03:52.340026Z,6.409950090191291,6.383,77395334.70273519,10493424.05247871,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:04:29.334663Z,6.409950090191291,6.285,75423297.26317003,12654714.75240554,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:05:08.360045Z,6.409950090191291,6.646,91362515.35661504,5583689.002183943,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:05:46.360204Z,6.409950090191291,6.857,92484403.92789076,10707572.382940536,,80.112.169.11
51330,Usenet.Farm,Amsterdam,2023-03-01T11:06:24.340772Z,6.409950090191291,10.003,90036380.0590388,4840695.823492306,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:07:01.364463Z,6.409950090191291,6.94,57637841.250605926,3305311.4264940913,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:07:39.350880Z,6.409950090191291,6.335,93988506.88364685,18018392.920542017,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:08:11.357173Z,6.409950090191291,6.502,94345757.54772562,27633600.01665968,,80.112.169.11
52365,T-Mobile Netherlands B.V.,Amsterdam,2023-03-01T11:08:42.329597Z,6.409950090191291,6.003,93810753.71467768,5415303.584516512,,80.112.169.11
3386,NFOrce Entertainment B.V.,Amsterdam,2023-03-01T11:09:19.350504Z,6.409950090191291,7.782,40861064.38620655,32887709.51502623,,80.112.169.11
